file,location,year_diff,year_pub
1,Methods \ Methodology,5,2012
1,Methods \ Methodology,5,2012
1,Methods \ Methodology,5,2012
1,Methods \ Methodology,5,2012
1,Methods \ Methodology,5,2012
1,Methods \ Methodology,5,2012
1,Methods \ Methodology,5,2012
1,Methods \ Methodology,5,2012
1,Methods \ Methodology,7,2012
1,Methods \ Methodology,5,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,7,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,7,2012
1,Methods \ Methodology,7,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Discussion,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Discussion,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Introduction,7,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Results,4,2012
1,Methods \ Methodology,4,2012
1,Others,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,7,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Results,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,7,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Others,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,4,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Results,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Results,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Results,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,3,2012
1,Methods \ Methodology,2,2012
1,Methods \ Methodology,2,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,2,2012
1,Methods \ Methodology,2,2012
1,Methods \ Methodology,2,2012
1,Methods \ Methodology,2,2012
1,Methods \ Methodology,2,2012
1,Methods \ Methodology,1,2012
1,Discussion,1,2012
1,Methods \ Methodology,1,2012
1,Methods \ Methodology,1,2012
1,Methods \ Methodology,1,2012
1,Methods \ Methodology,1,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,1,2012
1,Methods \ Methodology,1,2012
1,Methods \ Methodology,0,2012
1,Introduction,0,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,7,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Introduction,6,2012
1,Methods \ Methodology,7,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,7,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,7,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,7,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,7,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,7,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
1,Methods \ Methodology,6,2012
2,Introduction,19,2000
2,Discussion,17,2000
2,Introduction,16,2000
2,Introduction,16,2000
2,Methods \ Methodology,15,2000
2,Introduction,15,2000
2,Introduction,14,2000
2,Conclusion,14,2000
2,Introduction,14,2000
2,Introduction,14,2000
2,Introduction,14,2000
2,Methods \ Methodology,19,2000
2,Introduction,19,2000
2,Introduction,14,2000
2,Discussion,13,2000
2,Introduction,13,2000
2,Discussion,18,2000
2,Introduction,18,2000
2,Discussion,18,2000
2,Introduction,18,2000
2,Conclusion,18,2000
2,Introduction,18,2000
2,Results,18,2000
2,Others,18,2000
2,Others,18,2000
2,Introduction,18,2000
2,Introduction,18,2000
2,Introduction,17,2000
2,Introduction,17,2000
3,Discussion,26,1992
3,Introduction,24,1992
3,Introduction,24,1992
3,Discussion,24,1992
3,Discussion,24,1992
3,Introduction,23,1992
3,Conclusion,23,1992
3,Introduction,23,1992
3,Conclusion,23,1992
3,Methods \ Methodology,23,1992
3,Introduction,23,1992
3,Introduction,26,1992
3,Introduction,23,1992
3,Introduction,23,1992
3,Discussion,23,1992
3,Introduction,23,1992
3,Discussion,23,1992
3,Methods \ Methodology,23,1992
3,Introduction,23,1992
3,Results,23,1992
3,Introduction,22,1992
3,Results,22,1992
3,Introduction,22,1992
3,Methods \ Methodology,22,1992
3,Introduction,22,1992
3,Introduction,26,1992
3,Introduction,22,1992
3,Introduction,22,1992
3,Introduction,22,1992
3,Introduction,22,1992
3,Results,22,1992
3,Discussion,22,1992
3,Introduction,22,1992
3,Introduction,22,1992
3,Methods \ Methodology,22,1992
3,Introduction,22,1992
3,Discussion,22,1992
3,Introduction,22,1992
3,Discussion,26,1992
3,Discussion,22,1992
3,Discussion,22,1992
3,Introduction,22,1992
3,Introduction,22,1992
3,Introduction,21,1992
3,Introduction,21,1992
3,Introduction,21,1992
3,Introduction,21,1992
3,Discussion,21,1992
3,Introduction,25,1992
3,Methods \ Methodology,21,1992
3,Introduction,21,1992
3,Introduction,21,1992
3,Introduction,21,1992
3,Discussion,21,1992
3,Introduction,21,1992
3,Discussion,21,1992
3,Introduction,21,1992
3,Discussion,21,1992
3,Introduction,21,1992
3,Introduction,21,1992
3,Discussion,25,1992
3,Introduction,20,1992
3,Methods \ Methodology,20,1992
3,Results,20,1992
3,Discussion,20,1992
3,Discussion,20,1992
3,Introduction,20,1992
3,Introduction,19,1992
3,Discussion,19,1992
3,Introduction,19,1992
3,Methods \ Methodology,18,1992
3,Introduction,18,1992
3,Discussion,16,1992
3,Introduction,25,1992
3,Introduction,14,1992
3,Discussion,25,1992
3,Discussion,24,1992
4,Discussion,18,2001
4,Introduction,15,2001
4,Discussion,15,2001
4,Discussion,15,2001
4,Others,15,2001
4,Discussion,15,2001
4,Discussion,15,2001
4,Introduction,14,2001
4,Introduction,14,2001
4,Introduction,14,2001
4,Introduction,14,2001
4,Introduction,17,2001
4,Introduction,13,2001
4,Introduction,13,2001
4,Introduction,13,2001
4,Discussion,13,2001
4,Introduction,12,2001
4,Methods \ Methodology,12,2001
4,Introduction,12,2001
4,Discussion,11,2001
4,Introduction,11,2001
4,Introduction,11,2001
4,Introduction,11,2001
4,Introduction,17,2001
4,Introduction,10,2001
4,Others,16,2001
4,Introduction,16,2001
4,Methods \ Methodology,16,2001
4,Introduction,16,2001
4,Introduction,16,2001
4,Introduction,15,2001
4,Introduction,15,2001
5,Introduction,19,1999
5,Introduction,13,1999
5,Introduction,9,1999
5,Introduction,17,1999
5,Introduction,17,1999
5,Introduction,16,1999
5,Introduction,16,1999
5,Introduction,16,1999
5,Introduction,16,1999
5,Introduction,14,1999
5,Introduction,14,1999
6,Methods \ Methodology,16,2001
6,Introduction,16,2001
6,Introduction,11,2001
6,Introduction,11,2001
6,Methods \ Methodology,10,2001
6,Methods \ Methodology,10,2001
6,Introduction,10,2001
6,Discussion,8,2001
6,Methods \ Methodology,8,2001
6,Results,7,2001
6,Discussion,6,2001
6,Introduction,6,2001
6,Introduction,14,2001
6,Results,14,2001
6,Methods \ Methodology,13,2001
6,Methods \ Methodology,12,2001
6,Others,12,2001
6,Methods \ Methodology,12,2001
6,Methods \ Methodology,11,2001
6,Discussion,11,2001
7,Introduction,9,2010
7,Introduction,7,2010
7,Introduction,7,2010
7,Introduction,7,2010
7,Introduction,7,2010
7,Introduction,6,2010
7,Discussion,6,2010
7,Introduction,6,2010
7,Discussion,6,2010
7,Introduction,6,2010
7,Discussion,6,2010
7,Introduction,6,2010
7,Introduction,6,2010
7,Introduction,6,2010
7,Discussion,8,2010
7,Discussion,6,2010
7,Introduction,6,2010
7,Introduction,5,2010
7,Introduction,5,2010
7,Introduction,5,2010
7,Discussion,5,2010
7,Introduction,5,2010
7,Conclusion,5,2010
7,Discussion,5,2010
7,Introduction,5,2010
7,Methods \ Methodology,4,2010
7,Introduction,4,2010
7,Discussion,4,2010
7,Introduction,8,2010
7,Discussion,4,2010
7,Discussion,4,2010
7,Introduction,4,2010
7,Discussion,4,2010
7,Introduction,4,2010
7,Introduction,4,2010
7,Introduction,4,2010
7,Discussion,4,2010
7,Introduction,4,2010
7,Discussion,4,2010
7,Introduction,4,2010
7,Others,4,2010
7,Discussion,8,2010
7,Discussion,4,2010
7,Discussion,4,2010
7,Introduction,4,2010
7,Introduction,4,2010
7,Discussion,3,2010
7,Introduction,3,2010
7,Discussion,3,2010
7,Methods \ Methodology,3,2010
7,Discussion,3,2010
7,Introduction,3,2010
7,Discussion,3,2010
7,Introduction,3,2010
7,Introduction,3,2010
7,Introduction,3,2010
7,Introduction,8,2010
7,Introduction,3,2010
7,Discussion,3,2010
7,Introduction,3,2010
7,Discussion,3,2010
7,Discussion,3,2010
7,Introduction,3,2010
7,Discussion,2,2010
7,Introduction,2,2010
7,Discussion,2,2010
7,Introduction,2,2010
7,Discussion,2,2010
7,Introduction,2,2010
7,Discussion,1,2010
7,Discussion,1,2010
7,Introduction,1,2010
7,Discussion,8,2010
7,Discussion,7,2010
7,Introduction,7,2010
8,Methods \ Methodology,16,2003
8,Methods \ Methodology,15,2003
8,Discussion,15,2003
8,Methods \ Methodology,15,2003
8,Discussion,14,2003
8,Methods \ Methodology,14,2003
8,Methods \ Methodology,14,2003
8,Methods \ Methodology,14,2003
8,Others,14,2003
8,Introduction,14,2003
8,Discussion,14,2003
8,Methods \ Methodology,14,2003
8,Methods \ Methodology,14,2003
8,Others,16,2003
8,Methods \ Methodology,13,2003
8,Introduction,13,2003
8,Methods \ Methodology,13,2003
8,Methods \ Methodology,13,2003
8,Others,13,2003
8,Discussion,13,2003
8,Methods \ Methodology,13,2003
8,Methods \ Methodology,13,2003
8,Methods \ Methodology,13,2003
8,Discussion,13,2003
8,Introduction,13,2003
8,Methods \ Methodology,12,2003
8,Methods \ Methodology,12,2003
8,Methods \ Methodology,16,2003
8,Methods \ Methodology,12,2003
8,Methods \ Methodology,12,2003
8,Methods \ Methodology,12,2003
8,Others,12,2003
8,Others,12,2003
8,Methods \ Methodology,12,2003
8,Introduction,12,2003
8,Others,12,2003
8,Others,12,2003
8,Results,11,2003
8,Methods \ Methodology,11,2003
8,Discussion,11,2003
8,Methods \ Methodology,11,2003
8,Discussion,16,2003
8,Others,11,2003
8,Introduction,11,2003
8,Methods \ Methodology,11,2003
8,Methods \ Methodology,10,2003
8,Methods \ Methodology,10,2003
8,Methods \ Methodology,10,2003
8,Methods \ Methodology,8,2003
8,Introduction,8,2003
8,Others,15,2003
8,Methods \ Methodology,15,2003
8,Methods \ Methodology,15,2003
8,Introduction,15,2003
8,Methods \ Methodology,15,2003
9,Introduction,16,2003
9,Methods \ Methodology,15,2003
9,Results,14,2003
9,Discussion,14,2003
9,Discussion,14,2003
9,Methods \ Methodology,14,2003
9,Methods \ Methodology,14,2003
9,Results,14,2003
9,Methods \ Methodology,14,2003
9,Methods \ Methodology,13,2003
9,Methods \ Methodology,13,2003
9,Methods \ Methodology,15,2003
9,Results,13,2003
9,Methods \ Methodology,13,2003
9,Methods \ Methodology,12,2003
9,Methods \ Methodology,12,2003
9,Methods \ Methodology,12,2003
9,Others,12,2003
9,Methods \ Methodology,12,2003
9,Methods \ Methodology,12,2003
9,Methods \ Methodology,12,2003
9,Results,12,2003
9,Methods \ Methodology,15,2003
9,Results,12,2003
9,Methods \ Methodology,11,2003
9,Results,11,2003
9,Methods \ Methodology,11,2003
9,Methods \ Methodology,11,2003
9,Results,11,2003
9,Methods \ Methodology,11,2003
9,Methods \ Methodology,10,2003
9,Methods \ Methodology,10,2003
9,Methods \ Methodology,10,2003
9,Methods \ Methodology,15,2003
9,Methods \ Methodology,10,2003
9,Results,10,2003
9,Methods \ Methodology,10,2003
9,Methods \ Methodology,10,2003
9,Methods \ Methodology,10,2003
9,Methods \ Methodology,10,2003
9,Discussion,10,2003
9,Methods \ Methodology,10,2003
9,Discussion,10,2003
9,Results,9,2003
9,Methods \ Methodology,9,2003
9,Methods \ Methodology,9,2003
9,Discussion,15,2003
9,Results,9,2003
9,Methods \ Methodology,9,2003
9,Results,9,2003
9,Methods \ Methodology,9,2003
9,Discussion,9,2003
9,Methods \ Methodology,9,2003
9,Methods \ Methodology,8,2003
9,Results,8,2003
9,Results,8,2003
9,Results,8,2003
9,Methods \ Methodology,15,2003
9,Methods \ Methodology,8,2003
9,Results,8,2003
9,Discussion,8,2003
9,Methods \ Methodology,8,2003
9,Methods \ Methodology,8,2003
9,Methods \ Methodology,7,2003
9,Methods \ Methodology,7,2003
9,Methods \ Methodology,6,2003
9,Results,5,2003
9,Results,5,2003
9,Methods \ Methodology,5,2003
9,Methods \ Methodology,4,2003
9,Methods \ Methodology,15,2003
9,Methods \ Methodology,4,2003
9,Methods \ Methodology,4,2003
9,Methods \ Methodology,15,2003
9,Methods \ Methodology,15,2003
10,Methods \ Methodology,16,2003
10,Introduction,13,2003
10,Results,12,2003
10,Methods \ Methodology,12,2003
10,Methods \ Methodology,12,2003
10,Methods \ Methodology,12,2003
10,Methods \ Methodology,11,2003
10,Methods \ Methodology,11,2003
10,Methods \ Methodology,11,2003
10,Methods \ Methodology,11,2003
10,Introduction,11,2003
10,Methods \ Methodology,16,2003
10,Introduction,11,2003
10,Methods \ Methodology,11,2003
10,Methods \ Methodology,11,2003
10,Results,11,2003
10,Methods \ Methodology,11,2003
10,Discussion,11,2003
10,Discussion,11,2003
10,Methods \ Methodology,11,2003
10,Discussion,11,2003
10,Methods \ Methodology,11,2003
10,Methods \ Methodology,10,2003
10,Methods \ Methodology,15,2003
10,Methods \ Methodology,10,2003
10,Methods \ Methodology,10,2003
10,Methods \ Methodology,10,2003
10,Methods \ Methodology,10,2003
10,Results,10,2003
10,Methods \ Methodology,10,2003
10,Results,10,2003
10,Methods \ Methodology,9,2003
10,Methods \ Methodology,9,2003
10,Methods \ Methodology,9,2003
10,Methods \ Methodology,9,2003
10,Introduction,9,2003
10,Methods \ Methodology,15,2003
10,Methods \ Methodology,9,2003
10,Methods \ Methodology,9,2003
10,Introduction,8,2003
10,Methods \ Methodology,8,2003
10,Methods \ Methodology,8,2003
10,Methods \ Methodology,8,2003
10,Methods \ Methodology,8,2003
10,Methods \ Methodology,8,2003
10,Methods \ Methodology,8,2003
10,Discussion,8,2003
10,Introduction,8,2003
10,Methods \ Methodology,7,2003
10,Methods \ Methodology,15,2003
10,Methods \ Methodology,7,2003
10,Methods \ Methodology,7,2003
10,Methods \ Methodology,7,2003
10,Discussion,7,2003
10,Methods \ Methodology,7,2003
10,Methods \ Methodology,6,2003
10,Methods \ Methodology,6,2003
10,Introduction,6,2003
10,Methods \ Methodology,5,2003
10,Results,5,2003
10,Methods \ Methodology,5,2003
10,Methods \ Methodology,14,2003
10,Methods \ Methodology,5,2003
10,Methods \ Methodology,4,2003
10,Results,4,2003
10,Methods \ Methodology,4,2003
10,Introduction,4,2003
10,Methods \ Methodology,3,2003
10,Introduction,3,2003
10,Methods \ Methodology,13,2003
10,Discussion,13,2003
10,Methods \ Methodology,13,2003
